fill_number,first_run_number,last_run_number,duration,start_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,efficiency_time,efficiency_lumi,peak_lumi,peak_pileup,bunches_colliding,beta_star,energy,injection_scheme
7133,322357,322381,12510,2018-09-07 06:53:05,2018-09-07 11:09:08,2018-09-07 14:37:38,2018-09-07 14:50:30,188.738453125,181.089890625,100.0,95.948,1.831064257813,51.220966,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7132,322349,322356,20614,2018-09-06 23:18:29,2018-09-07 01:04:30,2018-09-07 06:48:04,2018-09-07 06:53:05,282.58934375,270.89296875,99.573,95.861,1.781745898438,49.84137,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7131,322343,322348,34276,2018-09-06 11:05:53,2018-09-06 13:42:18,2018-09-06 23:13:33,2018-09-06 23:18:29,436.19096875,419.85553125,100.0,96.255,1.91766171875,53.643391,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7130,,,,2018-09-06 10:55:18,,,2018-09-06 11:05:53,0.0,0.0,,,0.0,,,,0.0,
7129,322339,322342,,2018-09-06 09:21:10,,,2018-09-06 10:55:18,0.0,0.0,,,0.0,,,,0.0,
7128,322326,322333,23824,2018-09-06 00:17:15,2018-09-06 02:11:01,2018-09-06 08:48:05,2018-09-06 09:21:10,331.58040625,318.51146875,100.0,96.059,1.904240625,53.267956,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7127,322302,322324,43928,2018-09-05 11:33:31,2018-09-05 12:00:34,2018-09-06 00:12:42,2018-09-06 00:17:15,510.00928125,475.595375,97.598,93.252,1.738683398438,48.636765,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7126,322254,322276,,2018-09-05 06:49:21,,,2018-09-05 11:33:31,0.0,0.0,,,0.0,,,,0.0,
7125,322233,322252,36082,2018-09-04 18:26:08,2018-09-04 20:28:24,2018-09-05 06:29:46,2018-09-05 06:49:21,445.741375,426.52484375,99.216,95.689,1.86384296875,52.137897,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7124,322192,322222,44729,2018-09-04 04:03:18,2018-09-04 05:54:50,2018-09-04 18:20:19,2018-09-04 18:26:08,528.918375,498.060625,98.453,94.166,1.99725859375,55.86998,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7123,322152,322179,40768,2018-09-03 13:06:32,2018-09-03 16:39:01,2018-09-04 03:58:29,2018-09-04 04:03:18,496.51828125,477.34765625,100.0,96.139,1.928790625,53.9547,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7122,322110,322118,23059,2018-09-03 04:25:19,2018-09-03 06:36:04,2018-09-03 13:00:23,2018-09-03 13:06:32,331.98825,316.65515625,99.601,95.381,1.959883007813,54.824455,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7121,,,,2018-09-03 03:07:41,,,2018-09-03 04:25:19,0.0,0.0,,,0.0,,,,0.0,
7120,322101,322109,19377,2018-09-02 19:39:06,2018-09-02 21:39:31,2018-09-03 03:02:29,2018-09-03 03:07:41,297.81665625,286.137875,100.0,96.079,2.008431445313,56.182518,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7119,322097,322098,,2018-09-02 18:11:48,,,2018-09-02 19:39:06,0.0,0.0,,,0.0,,,,0.0,
7118,322071,322088,24231,2018-09-02 07:09:41,2018-09-02 11:23:02,2018-09-02 18:06:54,2018-09-02 18:11:48,361.29928125,331.13396875,95.865,91.651,2.066511328125,57.807209,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7117,322067,322068,15802,2018-09-02 01:17:11,2018-09-02 02:39:39,2018-09-02 07:03:01,2018-09-02 07:09:41,248.158203125,236.66821875,100.0,95.37,1.95712421875,54.747288,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7116,322060,322066,,2018-09-01 23:41:30,,,2018-09-02 01:17:11,0.0,0.0,,,0.0,,,,0.0,
7115,322059,322059,,2018-09-01 20:56:43,,,2018-09-01 23:41:30,0.0,0.0,,,0.0,,,,0.0,
7114,322054,322058,572,2018-09-01 18:28:04,2018-09-01 20:27:30,2018-09-01 20:37:02,2018-09-01 20:56:43,10.369125,9.426918945313,100.0,90.913,2.050919335938,57.371048,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7113,322041,322050,,2018-09-01 11:33:13,,,2018-09-01 18:28:04,0.0,0.0,,,0.0,,,,0.0,
7112,322037,322040,986,2018-09-01 09:46:31,2018-09-01 11:07:57,2018-09-01 11:24:23,2018-09-01 11:33:13,16.036815429688,14.913010742188,100.0,92.992,1.99978046875,55.940525,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7111,322024,322034,,2018-09-01 08:35:02,,,2018-09-01 09:46:31,0.0,0.0,,,0.0,,,,0.0,
7110,322016,322022,41341,2018-08-31 19:07:57,2018-08-31 21:01:43,2018-09-01 08:30:43,2018-09-01 08:35:02,484.72703125,466.6040625,100.0,96.261,1.847698046875,51.686272,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7109,322010,322014,921,2018-08-31 16:26:36,2018-08-31 18:43:41,2018-08-31 18:59:02,2018-08-31 19:07:57,13.927905273438,8.950775390625,62.432,64.265,1.880709375,52.609707,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7108,321984,321990,44781,2018-08-31 01:39:46,2018-08-31 03:55:32,2018-08-31 16:21:53,2018-08-31 16:26:36,520.06828125,499.4153125,99.567,96.029,1.925041992188,53.849838,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7107,321982,321983,,2018-08-31 01:01:07,,,2018-08-31 01:39:46,0.0,0.0,,,0.0,,,,0.0,
7106,321977,321981,,2018-08-30 23:20:50,,,2018-08-31 01:01:07,0.0,0.0,,,0.0,,,,0.0,
7105,321971,321975,48771,2018-08-30 08:14:36,2018-08-30 09:43:18,2018-08-30 23:16:09,2018-08-30 23:20:50,535.8321875,513.9213125,99.608,95.911,1.899065625,53.123192,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7104,321966,321969,,2018-08-30 06:49:14,,,2018-08-30 08:14:36,0.0,0.0,,,0.0,,,,0.0,
7103,321964,321964,,2018-08-30 02:41:01,,,2018-08-30 06:49:14,0.0,0.0,,,0.0,,,,0.0,
7102,321962,321963,,2018-08-30 00:12:09,,,2018-08-30 02:41:01,0.0,0.0,,,0.0,,,,0.0,
7101,321952,321961,9300,2018-08-29 19:02:11,2018-08-29 21:25:40,2018-08-30 00:00:41,2018-08-30 00:12:09,156.810359375,142.00703125,95.269,90.56,1.957858789063,54.767834,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7100,321938,321951,,2018-08-29 16:11:09,,,2018-08-29 19:02:11,0.0,0.0,,,0.0,,,,0.0,
7099,321928,321937,6686,2018-08-29 10:48:03,2018-08-29 14:08:08,2018-08-29 15:59:34,2018-08-29 16:11:09,107.7911875,103.419046875,100.0,95.944,1.823773046875,51.01701,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7098,321911,321919,19093,2018-08-29 03:22:05,2018-08-29 05:23:16,2018-08-29 10:41:29,2018-08-29 10:48:03,282.093625,269.80984375,99.424,95.645,1.902979492188,53.232674,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7097,321906,321909,49029,2018-08-28 11:32:07,2018-08-28 13:39:00,2018-08-29 03:16:08,2018-08-29 03:22:05,521.71165625,494.53025,98.591,94.79,1.856378515625,51.929092,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7096,321894,321905,,2018-08-28 09:15:55,,,2018-08-28 11:32:07,0.0,0.0,,,0.0,,,,0.0,
7095,321887,321892,20945,2018-08-27 23:43:25,2018-08-28 01:02:52,2018-08-28 06:51:57,2018-08-28 09:15:55,292.70865625,281.52925,100.0,96.181,1.7977640625,50.289448,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7094,321886,321886,,2018-08-27 23:30:39,,,2018-08-27 23:43:25,0.0,0.0,,,0.0,,,,0.0,
7093,321882,321884,,2018-08-27 22:21:09,,,2018-08-27 23:30:39,0.0,0.0,,,0.0,,,,0.0,
7092,321839,321881,10596,2018-08-27 13:30:36,2018-08-27 17:56:29,2018-08-27 20:53:05,2018-08-27 22:21:09,162.500046875,150.430046875,96.263,92.572,1.812783007813,50.709579,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7091,321822,321837,47292,2018-08-26 21:56:24,2018-08-27 00:09:08,2018-08-27 13:17:19,2018-08-27 13:30:36,527.00275,497.501125,98.048,94.402,1.88288359375,52.670528,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7090,321813,321820,45424,2018-08-26 07:53:15,2018-08-26 09:14:38,2018-08-26 21:51:42,2018-08-26 21:56:24,520.6535,475.35625,96.423,91.3,1.901828710938,53.200485,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7089,321800,321803,,2018-08-26 04:49:45,,,2018-08-26 07:53:15,0.0,0.0,,,0.0,,,,0.0,
7088,321782,321796,4708,2018-08-26 01:08:23,2018-08-26 03:25:54,2018-08-26 04:44:22,2018-08-26 04:49:45,80.0088515625,67.342328125,91.715,84.169,1.906598242188,53.3339,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7087,321772,321781,46325,2018-08-25 10:50:48,2018-08-25 12:10:51,2018-08-26 01:02:56,2018-08-26 01:08:23,518.11734375,479.44753125,97.349,92.536,1.902156054688,53.209644,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7086,,,,2018-08-25 10:21:54,,,2018-08-25 10:50:48,0.0,0.0,,,0.0,,,,0.0,
7085,321767,321771,,2018-08-25 08:06:53,,,2018-08-25 10:21:54,0.0,0.0,,,0.0,,,,0.0,
7084,321761,321766,,2018-08-25 01:24:56,,,2018-08-25 08:06:53,0.0,0.0,,,0.0,,,,0.0,
7083,321753,321760,41354,2018-08-24 12:20:22,2018-08-24 13:48:00,2018-08-25 01:17:14,2018-08-25 01:24:56,446.2105,423.59996875,97.935,94.933,1.727738476563,48.330601,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7082,,,,2018-08-24 11:54:40,,,2018-08-24 12:20:22,0.0,0.0,,,0.0,,,,0.0,
7081,321739,321750,,2018-08-24 09:37:19,,,2018-08-24 11:54:40,0.0,0.0,,,0.0,,,,0.0,
7080,321724,321735,44423,2018-08-23 18:24:49,2018-08-23 21:10:03,2018-08-24 09:30:26,2018-08-24 09:37:19,523.55890625,489.323875,97.862,93.461,1.943122460938,54.35561,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7079,321718,321721,,2018-08-23 15:29:49,,,2018-08-23 18:24:49,0.0,0.0,,,0.0,,,,0.0,
7078,321709,321712,7611,2018-08-23 11:45:23,2018-08-23 13:17:51,2018-08-23 15:24:42,2018-08-23 15:29:49,117.0960546875,108.83003125,96.465,92.941,1.75932578125,49.214203,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7077,,,,2018-08-23 10:41:53,,,2018-08-23 11:45:23,0.0,0.0,,,0.0,,,,0.0,
7076,,,,2018-08-23 10:21:51,,,2018-08-23 10:41:53,0.0,0.0,,,0.0,,,,0.0,
7075,321687,321707,,2018-08-23 08:18:28,,,2018-08-23 10:21:51,0.0,0.0,,,0.0,,,,0.0,
7074,321682,321685,,2018-08-23 03:40:35,,,2018-08-23 08:18:28,0.0,0.0,,,0.0,,,,0.0,
7073,321675,321681,,2018-08-22 20:14:23,,,2018-08-23 03:40:35,0.0,0.0,,,0.0,,,,0.0,
7072,321668,321674,,2018-08-22 15:54:01,,,2018-08-22 20:14:23,0.0,0.0,,,0.0,,,,0.0,
7071,321652,321667,,2018-08-22 11:16:06,,,2018-08-22 15:54:01,0.0,0.0,,,0.0,,,,0.0,
7070,321481,321651,,2018-08-20 14:50:14,,,2018-08-22 11:16:06,0.0,0.0,,,0.0,,,,0.0,
7069,321475,321475,47683,2018-08-19 23:13:20,2018-08-20 01:29:38,2018-08-20 14:44:22,2018-08-20 14:50:14,500.68671875,483.3818125,100.0,96.544,1.783930078125,49.90247,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7068,,,,2018-08-19 22:18:03,,,2018-08-19 23:13:20,0.0,0.0,,,0.0,,,,0.0,
7067,,,,2018-08-19 21:59:49,,,2018-08-19 22:18:03,0.0,0.0,,,0.0,,,,0.0,
7066,321463,321473,,2018-08-19 20:42:46,,,2018-08-19 21:59:49,0.0,0.0,,,0.0,,,,0.0,
7065,321451,321461,46849,2018-08-19 05:14:05,2018-08-19 07:37:02,2018-08-19 20:37:51,2018-08-19 20:42:46,535.4105,513.756625,99.454,95.956,1.964800585938,54.962021,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7064,321438,321443,,2018-08-19 01:10:56,,,2018-08-19 05:14:05,0.0,0.0,,,0.0,,,,0.0,
7063,321427,321436,39973,2018-08-18 12:37:52,2018-08-18 13:50:33,2018-08-19 00:56:46,2018-08-19 01:10:56,472.63728125,442.7494375,97.283,93.676,1.891818554688,52.920467,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7062,321416,321426,,2018-08-18 11:29:39,,,2018-08-18 12:37:52,0.0,0.0,,,0.0,,,,0.0,
7061,321409,321415,51089,2018-08-17 19:58:38,2018-08-17 21:13:14,2018-08-18 11:24:43,2018-08-18 11:29:39,572.1725625,549.9034375,99.44,96.108,1.970370898438,55.117836,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7060,321407,321408,,2018-08-17 19:43:47,,,2018-08-17 19:58:38,0.0,0.0,,,0.0,,,,0.0,
7059,321399,321406,,2018-08-17 18:40:47,,,2018-08-17 19:43:47,0.0,0.0,,,0.0,,,,0.0,
7058,321375,321397,48172,2018-08-16 15:03:57,2018-08-17 05:07:19,2018-08-17 18:30:11,2018-08-17 18:40:47,523.36065625,477.7191875,95.844,91.279,1.889613476563,52.858784,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7057,321314,321373,,2018-08-16 04:43:27,,,2018-08-16 15:03:57,0.0,0.0,,,0.0,,,,0.0,
7056,321297,321313,95765,2018-08-14 23:27:38,2018-08-15 02:01:20,2018-08-16 04:37:25,2018-08-16 04:43:27,754.0345,719.063625,97.118,95.362,1.970089648438,55.109974,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7055,321263,321296,29836,2018-08-14 12:58:02,2018-08-14 15:04:44,2018-08-14 23:22:00,2018-08-14 23:27:38,411.59003125,364.8113125,92.854,88.635,2.01430859375,56.34692,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7054,321249,321262,695,2018-08-14 10:14:32,2018-08-14 12:40:20,2018-08-14 12:51:56,2018-08-14 12:58:02,10.007037109375,6.986116699219,71.367,69.812,1.966674804688,55.014446,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7053,321222,321246,21479,2018-08-14 00:35:13,2018-08-14 03:32:38,2018-08-14 09:30:37,2018-08-14 10:14:32,322.85371875,280.41975,96.816,86.857,1.978054882813,55.332787,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7052,321218,321221,44177,2018-08-13 10:40:47,2018-08-13 12:12:40,2018-08-14 00:28:57,2018-08-14 00:35:13,500.2546875,479.023125,98.726,95.756,1.86964609375,52.300228,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7051,321210,321217,,2018-08-13 10:01:05,,,2018-08-13 10:40:47,0.0,0.0,,,0.0,,,,0.0,
7050,321194,321202,,2018-08-13 08:41:29,,,2018-08-13 10:01:05,0.0,0.0,,,0.0,,,,0.0,
7049,321182,321189,,2018-08-13 07:54:05,,,2018-08-13 08:41:29,0.0,0.0,,,0.0,,,,0.0,
7048,321171,321181,13624,2018-08-12 22:23:22,2018-08-13 03:39:08,2018-08-13 07:26:12,2018-08-13 07:54:05,214.58921875,199.814796875,95.331,93.115,1.95989609375,54.824821,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7047,321155,321169,26230,2018-08-12 12:11:59,2018-08-12 14:32:32,2018-08-12 21:49:42,2018-08-12 22:23:22,371.76809375,323.0949375,91.948,86.908,1.956767773438,54.737312,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7046,321151,321154,,2018-08-12 09:37:44,,,2018-08-12 12:11:59,0.0,0.0,,,0.0,,,,0.0,
7045,321146,321149,39903,2018-08-11 20:59:48,2018-08-11 22:24:56,2018-08-12 09:29:59,2018-08-12 09:37:44,458.406,444.9114375,100.0,97.056,1.841926757813,51.52483,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7044,321142,321143,,2018-08-11 19:41:56,,,2018-08-11 20:59:48,0.0,0.0,,,0.0,,,,0.0,
7043,321127,321140,39403,2018-08-11 04:22:45,2018-08-11 08:38:40,2018-08-11 19:35:23,2018-08-11 19:41:56,314.609875,274.950375,92.221,87.394,1.214688769531,34.005638,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7042,321085,321126,47146,2018-08-10 09:30:05,2018-08-10 15:11:43,2018-08-11 04:17:29,2018-08-11 04:22:45,514.4878125,469.03190625,94.398,91.165,1.807725390625,50.5681,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7041,321072,321083,,2018-08-10 05:03:42,,,2018-08-10 09:30:05,0.0,0.0,,,0.0,,,,0.0,
7040,321058,321069,38121,2018-08-09 15:37:30,2018-08-09 18:20:41,2018-08-10 04:56:03,2018-08-10 05:03:42,395.40134375,379.19903125,98.736,95.902,1.596454199219,44.658142,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7039,321050,321055,44134,2018-08-08 23:58:05,2018-08-09 03:16:49,2018-08-09 15:32:23,2018-08-09 15:37:30,473.8209375,451.38265625,98.244,95.264,1.77156484375,49.556572,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7038,321022,321047,,2018-08-08 15:24:17,,,2018-08-08 23:58:05,0.0,0.0,,,0.0,,,,0.0,
7037,320998,321012,48606,2018-08-07 23:18:13,2018-08-08 01:46:40,2018-08-08 15:16:46,2018-08-08 15:24:17,453.68428125,421.62728125,96.439,92.934,1.631454882813,45.63723,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7036,320983,320996,13449,2018-08-07 16:37:33,2018-08-07 19:28:01,2018-08-07 23:12:10,2018-08-07 23:18:13,78.0405625,72.491125,96.141,92.889,0.710887890625,51.919762,974,30.0,6499.2,25ns_987b_974_878_917_144bpi_13inj
7035,320971,320980,2388,2018-08-07 14:34:34,2018-08-07 15:51:29,2018-08-07 16:31:17,2018-08-07 16:37:33,38.9918671875,37.68520703125,100.0,96.649,1.866395898438,52.209312,2544,30.0,6499.08,25ns_2556b_2544_2215_2332_144bpi_20injV3
7034,320945,320959,,2018-08-07 13:24:08,,,2018-08-07 14:34:34,0.0,0.0,,,0.0,,,,0.0,
7033,320933,320941,35384,2018-08-07 01:27:58,2018-08-07 03:28:26,2018-08-07 13:18:10,2018-08-07 13:24:08,357.56596875,340.56059375,98.236,95.244,1.414645605469,39.57235,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7032,320922,320931,,2018-08-06 23:13:41,,,2018-08-07 01:27:58,0.0,0.0,,,0.0,,,,0.0,
7031,320907,320920,50155,2018-08-06 07:48:39,2018-08-06 09:11:32,2018-08-06 23:07:27,2018-08-06 23:13:41,506.5491875,485.783625,99.163,95.901,1.690838671875,47.334831,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7030,,,,2018-08-06 07:32:41,,,2018-08-06 07:48:39,0.0,0.0,,,0.0,,,,0.0,
7029,320902,320902,,2018-08-06 06:16:43,,,2018-08-06 07:32:41,0.0,0.0,,,0.0,,,,0.0,
7028,320898,320901,,2018-08-06 04:52:09,,,2018-08-06 06:16:43,0.0,0.0,,,0.0,,,,0.0,
7027,320890,320896,,2018-08-06 01:21:09,,,2018-08-06 04:52:09,0.0,0.0,,,0.0,,,,0.0,
7026,320875,320888,9486,2018-08-05 20:00:11,2018-08-05 22:37:41,2018-08-06 01:15:47,2018-08-06 01:21:09,148.129125,141.46665625,99.02,95.502,1.849058007813,51.724312,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7025,320861,320869,,2018-08-05 18:33:25,,,2018-08-05 20:00:11,0.0,0.0,,,0.0,,,,0.0,
7024,320853,320859,41438,2018-08-05 05:26:16,2018-08-05 06:47:10,2018-08-05 18:17:47,2018-08-05 18:33:25,441.83396875,414.7259375,96.781,93.865,1.751347460938,48.991024,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7023,320850,320851,,2018-08-05 04:21:50,,,2018-08-05 05:26:16,0.0,0.0,,,0.0,,,,0.0,
7022,320848,320848,,2018-08-05 02:52:13,,,2018-08-05 04:21:50,0.0,0.0,,,0.0,,,,0.0,
7021,320843,320845,,2018-08-04 23:51:53,,,2018-08-05 02:52:13,0.0,0.0,,,0.0,,,,0.0,
7020,320838,320841,22538,2018-08-04 15:53:22,2018-08-04 17:30:13,2018-08-04 23:45:50,2018-08-04 23:51:53,290.4028125,271.48446875,97.182,93.485,1.814334375,50.752979,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7019,320829,320836,,2018-08-04 13:53:48,,,2018-08-04 15:53:22,0.0,0.0,,,0.0,,,,0.0,
7018,320810,320824,49927,2018-08-03 20:40:27,2018-08-03 23:56:39,2018-08-04 13:48:46,2018-08-04 13:53:48,452.57128125,434.99228125,99.271,96.116,1.593003515625,44.561619,2541,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7017,320799,320809,47164,2018-08-03 05:27:21,2018-08-03 07:26:54,2018-08-03 20:32:59,2018-08-03 20:40:27,432.565125,410.3466875,97.56,94.864,1.589192773438,44.455013,2546,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7016,320798,320798,,2018-08-03 04:25:37,,,2018-08-03 05:27:21,0.0,0.0,,,0.0,,,,0.0,
7015,320792,320797,,2018-08-03 03:06:12,,,2018-08-03 04:25:37,0.0,0.0,,,0.0,,,,0.0,
7014,320765,320781,,2018-08-02 16:54:30,,,2018-08-03 03:06:12,0.0,0.0,,,0.0,,,,0.0,
7013,320746,320757,7832,2018-08-02 12:13:48,2018-08-02 14:36:44,2018-08-02 16:47:16,2018-08-02 16:54:30,116.85784375,112.640109375,100.0,96.391,1.74759765625,48.886127,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7012,320737,320740,,2018-08-02 10:43:40,,,2018-08-02 12:13:48,0.0,0.0,,,0.0,,,,0.0,
7011,,,,2018-08-02 09:44:34,,,2018-08-02 10:43:40,0.0,0.0,,,0.0,,,,0.0,
7010,320723,320735,,2018-08-02 08:16:47,,,2018-08-02 09:44:34,0.0,0.0,,,0.0,,,,0.0,
7009,320714,320719,,2018-08-02 04:11:17,,,2018-08-02 08:16:47,0.0,0.0,,,0.0,,,,0.0,
7008,320705,320712,4822,2018-08-01 21:45:31,2018-08-02 02:43:57,2018-08-02 04:04:19,2018-08-02 04:11:17,69.475671875,67.0392109375,100.0,96.493,1.610821191406,45.060036,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7007,320690,320704,,2018-08-01 19:24:24,,,2018-08-01 21:45:31,0.0,0.0,,,0.0,,,,0.0,
7006,320676,320688,14029,2018-08-01 12:22:00,2018-08-01 15:23:09,2018-08-01 19:16:57,2018-08-01 19:24:24,156.31675,151.07603125,100.0,96.647,1.32062578125,39.159763,2400,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
7005,320666,320675,34986,2018-08-01 00:08:38,2018-08-01 02:31:57,2018-08-01 12:15:03,2018-08-01 12:22:00,98.9048671875,96.708375,99.663,97.779,0.395643432617,45.987846,612,30.0,6499.32,25ns_624b_612_376_472_36bpi_18inj
7004,320662,320664,,2018-07-31 22:10:55,,,2018-08-01 00:08:38,0.0,0.0,,,0.0,,,,0.0,
7003,320563,320660,17310,2018-07-31 00:22:11,2018-07-31 02:21:31,2018-07-31 07:10:01,2018-07-31 22:10:55,0.162932220459,0.15575050354,98.804,95.592,0.001175750828,41.819214,2,30.0,6499.2,Single_3b_2_2_2
7002,320550,320561,,2018-07-30 18:45:46,,,2018-07-31 00:22:11,0.0,0.0,,,0.0,,,,0.0,
7001,320542,320548,,2018-07-30 16:49:32,,,2018-07-30 18:45:46,0.0,0.0,,,0.0,,,,0.0,
7000,320536,320541,,2018-07-30 15:11:18,,,2018-07-30 16:49:32,0.0,0.0,,,0.0,,,,0.0,
6999,320510,320535,,2018-07-30 10:54:07,,,2018-07-30 15:11:18,0.0,0.0,,,0.0,,,,0.0,
6998,320489,320500,8458,2018-07-29 22:27:27,2018-07-30 08:27:50,2018-07-30 10:48:48,2018-07-30 10:54:07,0.036223907471,0.033117660522,100.0,91.425,4.94808149E-4,35.198765,1,30.0,6499.2,Single_3b_1_1_1_1nc
6997,320448,320488,,2018-07-28 10:33:02,,,2018-07-29 22:27:27,0.0,0.0,,,0.0,,,,0.0,
6996,320435,320447,,2018-07-28 04:32:34,,,2018-07-28 10:33:02,0.0,0.0,,,0.0,,,,0.0,
6995,320426,320434,,2018-07-27 19:59:33,,,2018-07-28 04:32:34,0.0,0.0,,,0.0,,,,0.0,
6994,320418,320424,,2018-07-27 17:39:10,,,2018-07-27 19:59:33,0.0,0.0,,,0.0,,,,0.0,
6993,320406,320416,,2018-07-27 13:12:25,,,2018-07-27 17:39:10,0.0,0.0,,,0.0,,,,0.0,
6992,320397,320402,,2018-07-27 10:37:23,,,2018-07-27 13:12:25,0.0,0.0,,,0.0,,,,0.0,
6991,320393,320396,,2018-07-27 08:37:42,,,2018-07-27 10:37:23,0.0,0.0,,,0.0,,,,0.0,
6990,320392,320392,,2018-07-27 06:26:43,,,2018-07-27 08:37:42,0.0,0.0,,,0.0,,,,0.0,
6989,320389,320391,,2018-07-27 03:57:24,,,2018-07-27 06:26:43,0.0,0.0,,,0.0,,,,0.0,
6988,320387,320388,,2018-07-27 02:19:49,,,2018-07-27 03:57:24,0.0,0.0,,,0.0,,,,0.0,
6987,,,,2018-07-27 02:07:46,,,2018-07-27 02:19:49,0.0,0.0,,,0.0,,,,0.0,
6986,,,,2018-07-27 01:53:35,,,2018-07-27 02:07:46,0.0,0.0,,,0.0,,,,0.0,
6985,,,,2018-07-27 00:38:06,,,2018-07-27 01:53:35,0.0,0.0,,,0.0,,,,0.0,
6984,320385,320386,,2018-07-26 17:57:36,,,2018-07-27 00:38:06,0.0,0.0,,,0.0,,,,0.0,
6983,320381,320384,,2018-07-26 16:49:36,,,2018-07-26 17:57:36,0.0,0.0,,,0.0,,,,0.0,
6982,320380,320380,,2018-07-26 14:53:32,,,2018-07-26 16:49:36,0.0,0.0,,,0.0,,,,0.0,
6981,320354,320376,,2018-07-26 10:17:50,,,2018-07-26 14:53:32,0.0,0.0,,,0.0,,,,0.0,
